SID,NUMBER,ISO_TIME,NATURE,LAT,LON
1995279N15153,75,10/10/1995 0:00,Tropical,21.9,144.3
1995281N14278,76,10/10/1995 0:00,Tropical,18.9,-83.7
1995284N17074,77,10/11/1995 0:00,Not reported,16.9,73.5
1995287N08163,78,10/13/1995 18:00,Not reported,8.4,162.5
1995292N08150,79,10/18/1995 12:00,Not reported,7.5,150
1995293N05177,80,10/20/1995 12:00,Not reported,5,175.1
1995294N05163,81,10/21/1995 0:00,Not reported,4.8,163.2
1995294N14306,82,10/20/1995 12:00,Tropical,13.8,-53.8
1995300N25301,83,10/27/1995 0:00,Tropical,24.6,-59.2
1995302N17174,84,10/29/1995 0:00,Not reported,16.5,174.2
1995310N09096,85,11/10/1995 0:00,Not reported,24.3,84.9
1995314N25186,86,11/10/1995 12:00,Not reported,24.4,184.9
1995319S05092,87,11/15/1995 0:00,Tropical,-4.6,92.3
1995323N05097,88,11/18/1995 18:00,Not reported,5.4,97.2
1995334N09129,89,11/30/1995 0:00,Not reported,8.9,129.1
1995336S10106,90,12/1/1995 22:00,Tropical,-10,105.9
1995340S10116,91,12/10/1995 0:00,Tropical,-19.3,115.1
1995341N08115,92,12/10/1995 0:00,Tropical,8.3,114.5
1995348S15135,93,12/14/1995 0:00,Tropical,-15.5,134.8
1995357N07139,94,1/1/1996 0:00,Extratropical,26,153.5
1995363S17051,95,12/28/1995 12:00,Tropical,-17.3,50.8
1996001S08075,1,1/1/1996 0:00,Tropical,-8.4,74.6
1996002S15133,2,1/2/1996 12:00,Tropical,-15,134.3
1996007S10100,3,1/10/1996 0:00,Tropical,-14.7,88.4
1996015S18182,4,1/15/1996 0:00,Tropical,-17.9,-177.7
1996021S16152,5,1/21/1996 0:00,Tropical,-15.7,151.8
1996025S14125,6,1/25/1996 0:00,Tropical,-14.2,124.9
1996026S14143,7,1/25/1996 12:00,Tropical,-14,142.7
1996032N10150,8,1/31/1996 18:00,Not reported,10,150
1996037S09095,9,2/10/1996 0:00,Tropical,-12.9,90.3
1996042S13139,10,2/10/1996 18:00,Tropical,-13.3,139.2
1996043S07053,11,2/11/1996 18:00,Tropical,-7.3,53
1996046S14087,12,2/14/1996 18:00,Tropical,-14.2,86.7
1996049S10068,13,2/18/1996 0:00,Tropical,-9.9,68
1996049S13042,14,2/18/1996 12:00,Tropical,-13.3,42.1
1996054N04149,15,2/23/1996 12:00,Not reported,4,148.6
1996057S12074,16,2/25/1996 18:00,Tropical,-11.6,73.6
1996058N06137,17,2/27/1996 0:00,Tropical,5.8,136.5
1996064S12155,18,3/10/1996 0:00,Tropical,-16.9,161.8
1996066S17129,19,3/10/1996 0:00,Tropical,-16.1,120.8
1996067S16138,20,3/10/1996 0:00,Tropical,-12.4,142.7
1996069S21166,21,3/10/1996 0:00,Tropical,-22.7,171.4
1996071S25177,22,3/10/1996 12:00,Not reported,-25,176.5
1996078S12072,23,3/17/1996 12:00,Tropical,-12,71.9
1996079S12170,24,3/19/1996 12:00,Tropical,-12,170.1
1996090N04150,25,3/29/1996 18:00,Not reported,4,150.1
1996093S16074,26,4/10/1996 0:00,Tropical,-20.9,56.7
1996095S09133,27,4/10/1996 0:00,Tropical,-18.6,114.8
1996098S13085,28,4/10/1996 0:00,Tropical,-13.1,75.1
1996103S12129,29,4/12/1996 0:00,Tropical,-12.3,129
1996116N08114,30,4/25/1996 0:00,Not reported,7.7,113.6
1996122N08092,31,5/1/1996 12:00,Not reported,7.9,91.4
1996122S05093,32,4/30/1996 18:00,Tropical,-4.5,92.8
1996128N07138,33,5/10/1996 0:00,Tropical,8.7,138.6
1996134N11246,34,5/13/1996 12:00,Tropical,11.3,-115.2
1996137N13111,35,5/16/1996 0:00,Not reported,13,110.9
1996137N13251,36,5/15/1996 12:00,Tropical,12.8,-108.7
1996161N17063,37,6/10/1996 0:00,Not reported,17.5,61.1
1996163N08088,38,6/11/1996 0:00,Not reported,8.2,87.8
1996167N16072,39,6/15/1996 0:00,Not reported,15.6,72
1996170N27282,40,6/17/1996 18:00,Tropical,26.8,-77.8
1996172N13261,41,6/20/1996 0:00,Tropical,13.1,-98.7
1996179N13266,42,6/27/1996 0:00,Tropical,12.7,-94.4
1996184N09271,43,7/1/1996 12:00,Tropical,8.9,-89.2
1996186N19156,44,7/10/1996 0:00,Tropical,31,141.1
1996187N10326,45,7/10/1996 0:00,Tropical,23.6,-72.6
1996187N17251,46,7/4/1996 18:00,Tropical,17.3,-108.6
1996190S07096,47,7/10/1996 0:00,Tropical,-10.8,92.2
1996192N19152,48,7/10/1996 12:00,Not reported,19.2,151
1996201N07137,49,7/19/1996 0:00,Not reported,7.1,136.9
1996202N17115,50,7/19/1996 12:00,Not reported,16.9,114.7
1996203N12152,51,7/21/1996 12:00,Not reported,12.5,151.9
1996207N12297,52,7/24/1996 18:00,Tropical,11.8,-62.6
1996208N20165,53,7/25/1996 12:00,Not reported,19.6,165.2
1996208N24084,54,7/26/1996 12:00,Tropical,24.5,81.5
1996209N12144,55,7/27/1996 12:00,Not reported,12.3,143.9
1996210N05156,56,7/28/1996 0:00,Not reported,5.3,155.8
1996211N13270,57,7/29/1996 0:00,Tropical,13,-89.7
1996217N16111,58,8/4/1996 0:00,Not reported,15.5,111
1996223N29158,59,8/10/1996 12:00,Not reported,29.7,157.8
1996225N23108,60,8/11/1996 12:00,Not reported,22.9,108.4
1996227N08156,61,8/13/1996 12:00,Not reported,8,155.8
1996227N15176,62,8/14/1996 0:00,Not reported,14.8,176.3
1996227N30177,63,8/13/1996 12:00,Not reported,29.6,176.5
1996228S05084,64,8/14/1996 18:00,Tropical,-4.8,84.3
1996232N17280,65,8/19/1996 12:00,Tropical,17.8,-81.7
1996232N21170,66,8/19/1996 0:00,Not reported,20.6,169.6
1996233N12340,67,8/19/1996 18:00,Tropical,12.4,-19.9
1996237N14339,68,8/23/1996 12:00,Tropical,14,-21
1996238N27155,69,8/24/1996 12:00,Not reported,27,155.1
1996239N13337,70,8/26/1996 0:00,Tropical,12.7,-23
1996240N22168,71,8/27/1996 0:00,Not reported,21.5,168
1996244N13257,72,8/30/1996 12:00,Tropical,13.4,-103.5
1996246N08148,73,9/10/1996 0:00,Tropical,23.2,103.8
1996247S09084,74,9/2/1996 18:00,Tropical,-8.8,84.2
1996248N15319,75,9/10/1996 0:00,Tropical,17.1,-66.1
1996250N08148,76,9/10/1996 0:00,Not reported,15,124.4
1996252N11162,77,9/10/1996 0:00,Not reported,11.3,155.5
1996254N13138,78,9/10/1996 0:00,Not reported,14.1,137
1996254N14258,79,9/10/1996 0:00,Tropical,14.3,-101.9
1996260N14217,80,9/15/1996 18:00,Not reported,13.6,-143.4
1996260N19107,81,9/15/1996 18:00,Tropical,18.6,107.2
1996261N08184,82,10/1/1996 0:00,Tropical,33.4,149.4
1996265N06154,83,9/20/1996 18:00,Not reported,5.7,153.6
1996268N15140,84,10/1/1996 0:00,Tropical,28.4,134
1996269N09337,85,10/1/1996 0:00,Tropical,29.9,-40.3
1996272N16250,86,10/1/1996 0:00,Tropical,16,-117
1996274N13261,87,10/1/1996 0:00,Tropical,13.4,-101.5
1996275N15082,88,10/1/1996 12:00,Tropical,15,80.5
1996279N23264,89,10/10/1996 0:00,Extratropical,46.5,-62.5
1996282N11162,90,10/10/1996 0:00,Not reported,14.1,149.5
1996283N12133,91,10/10/1996 0:00,Not reported,13.9,129.6
1996284N09158,92,10/10/1996 0:00,Not reported,8.9,158.4
1996286N17274,93,10/11/1996 12:00,Tropical,17.3,-86.5
1996288N09092,94,10/14/1996 0:00,Not reported,9.1,91.7
1996289N13280,95,10/14/1996 12:00,Tropical,12.8,-80.4
1996289S05093,96,10/15/1996 0:00,Tropical,-4.6,93
1996291N17168,97,10/17/1996 0:00,Not reported,17,168
1996296N09093,98,10/21/1996 18:00,Not reported,9.1,93.2
1996299N11121,99,10/24/1996 12:00,Not reported,10.5,121
1996302S07095,100,10/28/1996 0:00,Tropical,-6.7,94.8
1996303N07155,101,10/29/1996 0:00,Not reported,7,155
1996305N11121,102,10/31/1996 12:00,Not reported,10.8,120.1
1996306N15097,103,11/1/1996 0:00,Not reported,15,97.3
1996307N09154,104,11/10/1996 0:00,Tropical,16.8,133.9
1996309N21175,105,11/10/1996 0:00,Not reported,24.5,170.7
1996312N13251,106,11/10/1996 0:00,Tropical,15,-124.2
1996312N14125,107,11/10/1996 0:00,Tropical,19.4,117.9
1996318N33146,108,11/13/1996 12:00,Extratropical,37.6,158
1996319N11283,109,11/13/1996 12:00,Disturbance,10.5,-77.5
1996324S04164,110,11/19/1996 0:00,Tropical,-4,163.5
1996325S08104,111,11/20/1996 0:00,Tropical,-7.5,103.7
1996328N08151,112,11/23/1996 0:00,Not reported,8,151
1996332N09092,113,11/26/1996 12:00,Not reported,8.9,92.3
1996339S03094,114,12/10/1996 0:00,Tropical,-12.8,84.8
1996346S09129,115,12/10/1996 12:00,Tropical,-8.7,129
1996348N04104,116,12/12/1996 18:00,Not reported,4.2,103.7
1996348S09108,117,12/13/1996 10:00,Tropical,-9.1,107.9
1996353N05151,118,12/17/1996 12:00,Not reported,5.2,151.3
1996354S05170,119,1/1/1997 0:00,Not reported,-51,196
1996356N08110,120,12/21/1996 12:00,Not reported,8,110.1
1996357S10136,121,1/1/1997 0:00,Tropical,-17.5,113.1
1996361S12060,122,1/1/1997 0:00,Tropical,-12.3,59.5
1996364N17145,123,12/29/1996 12:00,Not reported,17.2,145.5
1996365S15137,124,1/1/1997 0:00,Tropical,-12.5,133.3
1997001S10176,1,1/1/1997 0:00,Tropical,-10.3,175.5
1997008S16093,2,1/10/1997 0:00,Tropical,-16.8,92.2
1997009S16188,3,1/10/1997 0:00,Tropical,-16.4,-173.8
1997011N04176,4,1/11/1997 0:00,Not reported,4,176
1997013S08101,5,1/13/1997 12:00,Tropical,-8.5,100.2
1997018S10074,6,1/17/1997 18:00,Tropical,-9.9,74
1997018S11059,7,1/18/1997 0:00,Tropical,-11.1,58.8
1997021S16172,8,1/20/1997 12:00,Tropical,-15.9,172
1997032S17055,9,2/1/1997 0:00,Tropical,-16.8,55
1997039S10155,10,2/10/1997 0:00,Tropical,-13.5,149.4
1997042S13096,11,2/11/1997 0:00,Tropical,-13.2,95.6
1997045S11163,12,2/14/1997 12:00,Tropical,-11,163
1997048S12103,13,2/16/1997 12:00,Tropical,-12.1,103.3
1997053S12142,14,2/22/1997 12:00,Tropical,-12.3,143
1997053S16206,15,2/21/1997 18:00,Tropical,-16.1,-154
1997054S18201,16,2/23/1997 0:00,Not reported,-18,-159.2
1997056S15041,17,2/24/1997 12:00,Tropical,-15.5,41.4
1997061S08171,18,3/10/1997 0:00,Tropical,-27.6,176.7
1997062S16158,19,3/10/1997 0:00,Tropical,-16.7,151.4
1997071S13176,20,3/12/1997 0:00,Tropical,-12.9,175.9
1997099N06153,21,4/10/1997 0:00,Not reported,9.7,156.9
1997105S10168,22,4/15/1997 0:00,Tropical,-10.2,168.1
1997108N05168,23,4/18/1997 0:00,Not reported,5.1,168
1997118S09166,24,4/27/1997 18:00,Tropical,-9,165.6
1997124N03171,25,5/10/1997 0:00,Tropical,13.9,164.7
1997125S08079,26,5/10/1997 0:00,Tropical,-11.5,84.9
1997133N03092,27,5/13/1997 0:00,Not reported,3.2,91.9
1997143N17111,28,5/23/1997 0:00,Not reported,16.8,111
1997146N09161,29,5/25/1997 12:00,Not reported,9.1,161.4
1997147S12168,30,5/26/1997 18:00,Tropical,-12.1,167.6
1997152N06171,31,6/1/1997 12:00,Not reported,5.9,170.3
1997152N10265,32,6/1/1997 0:00,Tropical,10.4,-95.4
1997152N29283,33,5/31/1997 18:00,Disturbance,28.5,-77.4
1997156S11192,34,6/10/1997 0:00,Tropical,-8.8,183.3
1997161N14266,35,6/10/1997 0:00,Tropical,14.6,-95.6
1997165N12139,36,6/13/1997 12:00,Not reported,12.1,138.8
1997167N06162,37,6/15/1997 12:00,Not reported,5.5,162.4
1997173N14243,38,6/21/1997 18:00,Tropical,14.4,-117.2
1997176N16252,39,6/25/1997 12:00,Tropical,16.3,-108.5
1997177N21090,40,6/26/1997 12:00,Tropical,21.5,88.5
1997181N14250,41,6/29/1997 12:00,Tropical,13.6,-109.8
1997182N32283,42,6/30/1997 12:00,Tropical,32,-77.2
1997187N13250,43,7/10/1997 0:00,Tropical,18.3,-131.3
1997192N30290,44,7/11/1997 12:00,Tropical,31.8,-68.9
1997193N09248,45,7/12/1997 12:00,Tropical,8.9,-113.4
1997194N31286,46,7/13/1997 0:00,Extratropical,31.3,-73.6
1997196N08142,47,7/15/1997 0:00,Not reported,7.9,142.4
1997196N10251,48,7/14/1997 12:00,Tropical,9.7,-109
1997198N12309,49,7/17/1997 12:00,Tropical,12.5,-52.7
1997198N27267,50,7/16/1997 12:00,Tropical,27.4,-92.6
1997199S04079,51,7/18/1997 0:00,Tropical,-3.8,78.7
1997201N24152,52,7/20/1997 0:00,Tropical,24.3,151.8
1997202N04152,53,7/21/1997 0:00,Not reported,4.3,152.3
1997207N11198,54,7/26/1997 0:00,Not reported,11.2,-162.3
1997210N15120,55,7/28/1997 12:00,Not reported,15,119.6
1997210N21089,56,7/29/1997 12:00,Tropical,21,87.5
1997212N11265,57,7/30/1997 12:00,Tropical,11,-94.7
1997216N20091,58,8/4/1997 12:00,Tropical,21,89.5
1997217N06168,59,8/10/1997 0:00,Tropical,15.5,153.7
1997221N03179,60,8/10/1997 0:00,Not reported,4,176
1997222N11246,61,8/10/1997 0:00,Tropical,10.5,-114.4
1997225N09186,62,8/13/1997 0:00,Not reported,9.3,185.7
1997229N19242,63,8/17/1997 0:00,Tropical,18.7,-117.9
1997232N14136,64,8/19/1997 12:00,Not reported,14,136
1997232N17115,65,8/19/1997 12:00,Not reported,16.9,115
1997232N20088,66,8/20/1997 12:00,Tropical,20.5,86.5
1997236N10172,67,8/24/1997 0:00,Not reported,9.5,172
1997238N11227,68,8/25/1997 12:00,Tropical,10.9,-133.1
1997238N19112,69,8/26/1997 0:00,Not reported,19.1,112.3
1997240N12193,70,8/28/1997 12:00,Tropical,11.8,192.9
1997240N20087,71,8/28/1997 12:00,Tropical,21.5,85
1997246N11316,72,9/10/1997 0:00,Tropical,29.3,-59.6
1997247N18248,73,9/3/1997 18:00,Tropical,17.7,-112.2
1997252N10171,74,9/10/1997 0:00,Not reported,10.1,168.7
1997253N12255,75,9/10/1997 0:00,Tropical,13.5,-106.1
1997256N14227,76,9/12/1997 18:00,Tropical,14.3,-133.1
1997259N13258,77,9/16/1997 12:00,Tropical,13.2,-101.9
1997261N13114,78,9/17/1997 12:00,Not reported,13,114
1997262N22184,79,9/18/1997 18:00,Not reported,22,184.4
1997263N14084,80,9/19/1997 18:00,Not reported,14.2,84
1997265N10175,81,10/1/1997 0:00,Not reported,47.1,180.5
1997270N11265,82,10/1/1997 0:00,Tropical,15.5,-100.3
1997270N18111,83,10/1/1997 0:00,Not reported,17.4,114.4
1997273N13151,84,10/1/1997 0:00,Not reported,15.7,150.5
1997277S04170,85,10/10/1997 0:00,Tropical,-11.3,171.4
1997278N24296,86,10/4/1997 18:00,Tropical,24.2,-64.5
1997279N12263,87,10/10/1997 0:00,Tropical,18.6,-102
1997279N14221,88,10/5/1997 12:00,Tropical,14,-139.5
1997283N07177,89,10/10/1997 0:00,Not reported,7,173
1997284N04179,90,10/11/1997 0:00,Not reported,3.8,178.6
1997288N20291,91,10/14/1997 12:00,Tropical,20,-68.7
1997296N07176,92,10/22/1997 12:00,Not reported,6.5,175.5
1997297S11177,93,10/24/1997 12:00,Tropical,-10.6,176.6
1997298N06140,94,10/25/1997 0:00,Not reported,6,140
1997299N07169,95,10/26/1997 12:00,Tropical,6.8,168.7
1997301N09202,96,10/27/1997 18:00,Not reported,9,-158.3
1997302S08199,97,10/28/1997 18:00,Tropical,-7.5,-161.1
1997307N08082,98,11/10/1997 0:00,Not reported,11.5,69.8
1997308N08069,99,11/10/1997 0:00,Not reported,11.9,50.7
1997311N09258,100,11/10/1997 0:00,Tropical,15.8,-97.5
1997311N10151,101,11/10/1997 0:00,Tropical,11,141.5
1997319S09180,102,11/15/1997 12:00,Not reported,-8.8,178.5
1997326S09203,103,11/21/1997 18:00,Tropical,-9.2,-156.7
1997333N06194,104,11/28/1997 18:00,Tropical,5.6,193.7
1997336S09195,105,12/10/1997 0:00,Tropical,-23.6,-157
1997355S05189,106,1/1/1998 0:00,Tropical,-11.5,174.2
1997359S12129,107,12/24/1997 12:00,Not reported,-11.9,129
1997360S12111,108,1/1/1998 0:00,Tropical,-16.6,96.2
1998001S09195,1,1/1/1998 12:00,Tropical,-9,-165.6
1998002S14151,2,1/1/1998 12:00,Disturbance,-14.5,150.9
1998016S12043,3,1/15/1998 18:00,Tropical,-12.1,43
1998022S15125,4,1/22/1998 10:00,Tropical,-15,124.5
1998022S15143,5,1/21/1998 18:00,Not reported,-14.9,143
1998025S12185,6,1/24/1998 18:00,Tropical,-11.7,-174.6
1998030S13194,7,1/30/1998 12:00,Not reported,-13.1,-164.5
1998030S14208,8,1/29/1998 18:00,Not reported,-14.1,-152
1998031S12187,9,1/31/1998 12:00,Tropical,-12.2,-173.1
1998032S18036,10,2/1/1998 0:00,Tropical,-18.1,35.6
1998036S13066,11,2/10/1998 0:00,Tropical,-15,60.1
1998036S13135,12,2/10/1998 0:00,Tropical,-15.3,120.7
1998045S17042,13,2/13/1998 18:00,Not reported,-17.3,41.8
1998046S19070,14,2/15/1998 12:00,Not reported,-19.5,68.8
1998056S14139,15,2/24/1998 18:00,Not reported,-14.4,138.9
1998064S09093,16,3/10/1998 0:00,Tropical,-13.2,88
1998064S13061,17,3/10/1998 0:00,Tropical,-26.1,71.6
1998073S11065,18,3/13/1998 12:00,Not reported,-11,65.2
1998076S11170,19,3/17/1998 12:00,Tropical,-11.3,169.4
1998079S10145,20,3/19/1998 12:00,Tropical,-9.8,145.3
1998087S15172,21,3/28/1998 12:00,Tropical,-14.5,172
1998096S13071,22,4/10/1998 0:00,Tropical,-15.3,73
1998096S16077,23,4/6/1998 12:00,Tropical,-16,76.6
1998106S09135,24,4/16/1998 0:00,Tropical,-8.6,135.4
1998107S11084,25,4/17/1998 0:00,Tropical,-10.8,84
1998108S10203,26,4/18/1998 0:00,Not reported,-10,-157
1998120S16220,27,4/29/1998 12:00,Not reported,-16.2,-140.4
1998133N04086,28,5/13/1998 0:00,Not reported,4,85.5
1998147N11061,29,5/27/1998 12:00,Not reported,11.9,60.9
1998152N11075,30,6/1/1998 12:00,Not reported,10.7,74.4
1998161N09261,31,6/10/1998 0:00,Not reported,9.1,-100
1998165N18088,32,6/13/1998 15:00,Tropical,17.5,87.5
1998169N12265,33,6/18/1998 0:00,Not reported,11.5,-95.5
1998173N08266,34,6/22/1998 0:00,Tropical,8,-94.5
1998187N17132,35,7/10/1998 0:00,Tropical,22.7,125.7
1998188N18117,36,7/10/1998 0:00,Tropical,23.7,119.7
1998197N13259,37,7/16/1998 0:00,Not reported,13.3,-101.2
1998201S05086,38,7/20/1998 0:00,Tropical,-4.8,85.7
1998203N11253,39,7/21/1998 18:00,Not reported,11.1,-106.9
1998204N17144,40,7/22/1998 18:00,Not reported,17,144.1
1998209N11335,41,7/27/1998 12:00,Tropical,11.3,-25.4
1998210N14263,42,7/28/1998 18:00,Not reported,13.9,-97.5
1998213N14128,43,8/1/1998 12:00,Tropical,14.5,127.6
1998216N09260,44,8/10/1998 0:00,Tropical,28.6,-117.1
1998217N10130,45,8/10/1998 0:00,Tropical,20.1,114.3
1998222N09257,46,8/10/1998 0:00,Not reported,9.6,-104
1998228N13218,47,8/16/1998 0:00,Tropical,13.1,-142.3
1998230N11267,48,8/18/1998 0:00,Not reported,11.3,-92.8
1998232N15312,49,8/19/1998 12:00,Tropical,14.7,-48.1
1998233N18115,50,8/21/1998 12:00,Tropical,18.1,114.5
1998233N25268,51,8/21/1998 12:00,Tropical,25.4,-93.8
1998235N17131,52,8/22/1998 12:00,Not reported,16.6,130.5
1998236N13326,53,8/24/1998 12:00,Tropical,13.8,-36.1
1998242N14252,54,8/29/1998 18:00,Not reported,14.4,-107.9
1998243N23122,55,8/31/1998 12:00,Not reported,23.4,122.7
1998244N22267,56,8/31/1998 12:00,Tropical,21.6,-93.5
1998249N16256,57,9/10/1998 0:00,Tropical,21,-111
1998252N26266,58,9/10/1998 0:00,Tropical,23.5,-95.6
1998253N17150,59,9/10/1998 0:00,Not reported,17,149.6
1998254N20116,60,9/11/1998 12:00,Tropical,20.4,115.4
1998258N19126,61,9/14/1998 18:00,Not reported,19.4,126.1
1998259N10335,62,10/1/1998 0:00,Tropical,30.5,-83
1998259N17118,63,9/16/1998 0:00,Not reported,17.3,117.9
1998260N16110,64,9/16/1998 18:00,Not reported,16,110.2
1998261N27270,65,9/17/1998 12:00,Tropical,26.9,-90.3
1998262N13333,66,9/19/1998 0:00,Tropical,13.4,-26.6
1998262N20137,67,9/18/1998 18:00,Not reported,19.6,136.9
1998264N10343,68,10/1/1998 0:00,Extratropical,38.2,-28
1998267N13134,69,10/1/1998 0:00,Extratropical,33.9,127.9
1998267N33295,70,9/23/1998 12:00,Tropical,33.3,-65.4
1998271S05084,71,10/1/1998 0:00,Tropical,-11.2,73.4
1998272N18068,72,10/1/1998 0:00,Not reported,17.7,63.2
1998274N19254,73,10/1/1998 0:00,Not reported,19.9,-107.4
1998275N12113,74,10/2/1998 0:00,Not reported,12,113
1998277N24122,75,10/4/1998 0:00,Not reported,23.8,122.2
1998278N14314,76,10/10/1998 0:00,Extratropical,52.1,-32
1998278N28126,77,10/5/1998 12:00,Not reported,28.5,125.7
1998279S10092,78,10/10/1998 0:00,Tropical,-14.3,96.5
1998280N14069,79,10/6/1998 12:00,Tropical,14,69
1998281N11151,80,10/10/1998 0:00,Tropical,10.9,141.4
1998283N13149,81,10/10/1998 12:00,Not reported,13.6,147.4
1998283N13268,82,10/10/1998 0:00,Not reported,13.6,-93.8
1998284N13243,83,10/11/1998 0:00,Not reported,13,-117.2
1998285N12149,84,10/11/1998 18:00,Not reported,12.1,149.2
1998285N14068,85,10/11/1998 12:00,Tropical,14,67.5
1998287N16083,86,10/13/1998 12:00,Tropical,15.5,82.5
1998288N11268,87,10/15/1998 0:00,Tropical,11.3,-91.7
1998295N12284,88,10/22/1998 0:00,Tropical,11.6,-76.1
1998299N11090,89,10/26/1998 12:00,Tropical,11.5,88.5
1998310S10096,90,11/10/1998 0:00,Tropical,-15,94
1998315N09116,91,11/10/1998 18:00,Not reported,9.4,115.6
1998317N11087,92,11/13/1998 0:00,Not reported,11.4,87.3
1998320N10102,93,11/16/1998 0:00,Not reported,10.1,102.3
1998321N11117,94,11/16/1998 12:00,Tropical,11.4,117.2
1998327N09126,95,11/22/1998 12:00,Tropical,9.3,126.2
1998328N28332,96,11/24/1998 0:00,Tropical,28.3,-28
1998335S12138,97,12/1/1998 0:00,Tropical,-12,138
1998336S13120,98,12/1/1998 12:00,Tropical,-13.2,120.1
1998342N06141,99,12/10/1998 0:00,Tropical,11.1,128.5
1998343N08114,100,12/10/1998 0:00,Tropical,7.7,108
1998346N10072,101,12/11/1998 18:00,Not reported,10.3,71.9
1998348S17156,102,12/13/1998 12:00,Tropical,-16.6,156.4
1998351N11125,103,12/17/1998 0:00,Not reported,10.9,125
1998353N13113,104,12/18/1998 18:00,Not reported,12.9,113.1
1998355S14187,105,12/21/1998 0:00,Not reported,-14,-173.5
1998355S20210,106,12/21/1998 0:00,Tropical,-20.4,-150.1
1998357S11101,107,12/22/1998 18:00,Tropical,-11,100.6
1999003N05114,1,1/3/1999 0:00,Tropical,4.9,113.9
1999005S21040,2,1/4/1999 12:00,Tropical,-21.4,40.2
1999013S13164,3,1/13/1999 0:00,Not reported,-13.3,163.8
1999015S20036,4,1/14/1999 12:00,Mixture(contradicting report from different agencies),-20.2,36.1
1999020S17158,5,1/19/1999 12:00,Tropical,-16.8,157.6
1999021S13113,6,1/21/1999 0:00,Tropical,-12.9,113.3
1999021S15149,7,1/21/1999 0:00,Tropical,-15,149
1999024S11138,8,1/24/1999 0:00,Tropical,-11.3,138.1
1999029S14096,9,1/29/1999 12:00,Tropical,-14.1,95.4
1999031N08092,10,1/30/1999 12:00,Not reported,7.7,92
1999033S14118,11,2/10/1999 0:00,Not reported,-17.2,110.6
1999040S13160,12,2/10/1999 0:00,Tropical,-11.6,160.8
1999040S15147,13,2/10/1999 0:00,Tropical,-15.2,147.8
1999043S18038,14,2/11/1999 12:00,Tropical,-18.4,38.4
1999045N11138,15,2/13/1999 18:00,Not reported,11.2,137.7
1999048S21152,16,2/16/1999 18:00,Tropical,-21.4,152.4
1999056S20035,17,2/24/1999 18:00,Tropical,-20.4,35.4
1999057S22203,18,2/26/1999 12:00,Not reported,-22.2,-157.1
1999060S10089,19,3/1/1999 12:00,Not reported,-9.8,89.3
1999062S12121,20,3/10/1999 0:00,Not reported,-12.5,78.6
1999070S19206,21,3/11/1999 12:00,Tropical,-18.8,-155.4
1999071S15087,22,3/11/1999 18:00,Tropical,-14.7,86.9
1999074S13118,23,3/15/1999 0:00,Tropical,-13.1,117.6
1999074S13132,24,3/14/1999 12:00,Tropical,-12.5,131.5
1999079S16100,25,3/19/1999 18:00,Tropical,-16.4,99.8
1999084S12119,26,3/25/1999 0:00,Not reported,-11.9,119.3
1999092S11131,27,4/2/1999 0:00,Tropical,-11.2,131
1999096N10136,28,4/10/1999 0:00,Not reported,13.9,123.3
1999107S12090,29,4/17/1999 0:00,Not reported,-11.5,89.5
1999111N08126,30,4/21/1999 0:00,Not reported,7.6,126.1
1999116N14114,31,4/25/1999 18:00,Not reported,14.2,114
1999135N12073,32,5/15/1999 0:00,Not reported,12,72.5
1999140S16157,33,5/20/1999 12:00,Not reported,-16,160
1999151N09132,34,5/30/1999 12:00,Not reported,9.3,131.8
1999155N15117,35,6/3/1999 12:00,Tropical,14.5,116.5
1999159N18091,36,6/10/1999 0:00,Not reported,20.3,90
1999163N27302,37,6/11/1999 18:00,Tropical,27.1,-58.1
1999168N19086,38,6/17/1999 12:00,Tropical,19,85
1999169N13264,39,6/17/1999 18:00,Not reported,13.5,-96.5
1999184N20265,40,7/2/1999 18:00,Tropical,20.2,-95
1999189N12263,41,7/10/1999 0:00,Tropical,13.8,-106.7
1999191N26129,42,7/10/1999 0:00,Tropical,27.5,129
1999193N16269,43,7/12/1999 0:00,Not reported,16.2,-91.1
1999195N24156,44,7/14/1999 0:00,Not reported,24.4,155.9
1999201N25134,45,7/19/1999 12:00,Not reported,24.6,134
1999202N10241,46,7/20/1999 12:00,Not reported,10,-119.3
1999203N17129,47,7/22/1999 12:00,Mixture(contradicting report from different agencies),17.4,127.9
1999204N17117,48,7/23/1999 0:00,Tropical,16.5,116.8
1999205N11254,49,7/23/1999 18:00,Not reported,11.2,-106
1999208N06139,50,7/26/1999 18:00,Not reported,5.5,138.7
1999208N14234,51,7/26/1999 12:00,Not reported,13.8,-126
1999208N21089,52,7/27/1999 12:00,Tropical,22,88.5
1999213N12144,53,7/31/1999 18:00,Not reported,11.9,144.4
1999217N11265,54,8/10/1999 0:00,Tropical,14.5,242.5
1999218N12241,55,8/10/1999 0:00,Tropical,14,-133.5
